Course,Faculty,Section,Day,Start Time,End Time,Room
CSE470,,11,SATURDAY,12:30:00,13:50:00,09D-17C
CSE470,,11,THURSDAY,12:30:00,13:50:00,09D-17C
CSE470,,12,SATURDAY,12:30:00,13:50:00,10A-10C
CSE470,,12,THURSDAY,12:30:00,13:50:00,10A-10C
CSE470,RHD,13,SUNDAY,14:00:00,15:20:00,07F-22C
CSE470,RHD,13,TUESDAY,14:00:00,15:20:00,07F-22C
CSE470,RHD,14,SUNDAY,15:30:00,16:50:00,07F-22C
CSE470,RHD,14,TUESDAY,15:30:00,16:50:00,07F-22C
CSE470,RHD,15,MONDAY,14:00:00,15:20:00,07D-20C
CSE470,RHD,15,WEDNESDAY,14:00:00,15:20:00,07D-20C
CSE470,,16,SATURDAY,08:00:00,09:20:00,09H-35C
CSE470,,16,THURSDAY,08:00:00,09:20:00,09H-35C
CSE470,,17,SUNDAY,09:30:00,10:50:00,12B-23C
CSE470,,17,TUESDAY,09:30:00,10:50:00,12B-23C
CSE470,,18,MONDAY,12:30:00,13:50:00,12B-23C
CSE470,,18,WEDNESDAY,12:30:00,13:50:00,12B-23C
CSE471,AQU,1,SUNDAY,11:00:00,12:20:00,09E-20T
CSE471,AQU,1,TUESDAY,11:00:00,12:20:00,09E-20T
CSE471,AQU,2,SUNDAY,11:00:00,12:20:00,09E-20T
CSE471,AQU,2,TUESDAY,11:00:00,12:20:00,09E-20T
CSE471,MHE,3,SATURDAY,11:00:00,12:20:00,09A-06C
CSE471,MHE,3,THURSDAY,11:00:00,12:20:00,09A-06C
CSE471,MHE,4,SATURDAY,14:00:00,15:20:00,09A-04C
CSE471,MHE,4,THURSDAY,14:00:00,15:20:00,09A-04C
CSE471,NZU,5,MONDAY,08:00:00,09:20:00,08H-22C
CSE471,NZU,5,WEDNESDAY,08:00:00,09:20:00,08H-22C
CSE471,MIH,6,SUNDAY,09:30:00,10:50:00,09E-20T
CSE471,MIH,6,TUESDAY,09:30:00,10:50:00,09E-20T
CSE471,MIH,7,SUNDAY,09:30:00,10:50:00,09E-20T
CSE471,MIH,7,TUESDAY,09:30:00,10:50:00,09E-20T
CSE471,MIH,8,SUNDAY,09:30:00,10:50:00,09E-20T
CSE471,MIH,8,TUESDAY,09:30:00,10:50:00,09E-20T
CSE471,NZU,9,MONDAY,09:30:00,10:50:00,08H-22C
CSE471,NZU,9,WEDNESDAY,09:30:00,10:50:00,08H-22C
CSE471,AQU,10,SUNDAY,11:00:00,12:20:00,09E-20T
CSE471,AQU,10,TUESDAY,11:00:00,12:20:00,09E-20T
CSE471,,12,SATURDAY,15:30:00,16:50:00,07H-27C
CSE471,,12,THURSDAY,15:30:00,16:50:00,07H-27C
CSE471,,13,MONDAY,08:00:00,09:20:00,12B-23C
CSE471,,13,WEDNESDAY,08:00:00,09:20:00,12B-23C
CSE471L,,1,THURSDAY,14:00:00,16:50:00,12F-32L
CSE471L,,2,SATURDAY,11:00:00,13:50:00,10E-27L
CSE471L,,3,SUNDAY,14:00:00,16:50:00,12F-30L
CSE471L,,4,TUESDAY,11:00:00,13:50:00,12F-30L
CSE471L,,5,THURSDAY,14:00:00,16:50:00,12F-30L
CSE471L,,6,SATURDAY,11:00:00,13:50:00,12F-31L
CSE471L,,7,SATURDAY,14:00:00,16:50:00,10G-32L
CSE471L,,8,THURSDAY,11:00:00,13:50:00,12F-30L
CSE471L,,9,TUESDAY,11:00:00,13:50:00,12D-27L
CSE471L,,10,MONDAY,11:00:00,13:50:00,10G-32L
CSE471L,,12,WEDNESDAY,14:00:00,16:50:00,09F-25L
CSE471L,,13,THURSDAY,08:00:00,10:50:00,12F-32L
CSE481,,1,MONDAY,15:30:00,16:50:00,07D-19C
CSE481,,1,WEDNESDAY,15:30:00,16:50:00,07D-19C
CSE481L,,1,TUESDAY,08:00:00,10:50:00,10E-27L
CSE482,JMD,1,MONDAY,08:00:00,09:20:00,07F-22C
CSE482,JMD,1,WEDNESDAY,08:00:00,09:20:00,07F-22C
CSE482L,,1,TUESDAY,11:00:00,13:50:00,10G-32L
CSE489,ADR,1,TUESDAY,11:00:00,13:50:00,12F-31L
CSE489L,,1,SUNDAY,14:00:00,16:50:00,12F-31L
CSE490,,1,MONDAY,14:00:00,15:20:00,07H-26C
CSE490,,1,WEDNESDAY,14:00:00,15:20:00,07H-26C
CSE490L,,1,THURSDAY,11:00:00,13:50:00,10G-32L
CSE490L,,1,THURSDAY,11:00:00,13:50:00,10G-32L
CSE700,SDF,1,FRIDAY,08:00:00,09:20:00,10A-05C
CSE707,AAR,1,SUNDAY,14:00:00,16:50:00,10A-05C
CSE708,KYK,1,MONDAY,18:30:00,21:30:00,09A-01C
CSE710,GRA,1,SATURDAY,18:30:00,21:30:00,09A-01C
CSE711,GRA,1,MONDAY,18:30:00,21:30:00,09A-02C
CSE713,AAR,1,SUNDAY,18:00:00,21:00:00,10A-05C
CSE715,MMM,1,SATURDAY,18:30:00,21:30:00,09A-02C
CSE717,KYK,1,TUESDAY,18:30:00,21:30:00,09A-02C
CSE720,ASA,1,WEDNESDAY,18:30:00,21:30:00,09A-01C
CSE721,SDF,1,SATURDAY,14:00:00,16:50:00,08A-06C
CSE731,JNM,1,SATURDAY,14:00:00,16:50:00,08B-07C
CSE741,JNM,1,SATURDAY,18:00:00,21:00:00,09A-03C
CSE751,FYS,1,TUESDAY,18:30:00,21:30:00,09A-01C
CSE761,GRA,1,THURSDAY,18:30:00,21:30:00,09A-01C
CSE798,SDF,1,FRIDAY,08:30:00,10:30:00,09A-01C
CST301,SDAI,1,SUNDAY,09:30:00,10:50:00,07A-09C
CST301,SDAI,1,TUESDAY,09:30:00,10:50:00,07A-09C
CST302,SNN,1,SUNDAY,14:00:00,15:20:00,09E-23C
CST302,SNN,1,TUESDAY,14:00:00,15:20:00,09E-23C
CST302,SRD,2,SATURDAY,12:30:00,13:50:00,09E-23C
CST302,SRD,2,THURSDAY,12:30:00,13:50:00,09E-23C
CST302,SRD,02.a,SATURDAY,12:30:00,13:50:00,09E-23C
CST302,SRD,02.a,THURSDAY,12:30:00,13:50:00,09E-23C
CST304,DHN,1,MONDAY,11:00:00,12:20:00,09G-29C
CST304,DHN,1,WEDNESDAY,11:00:00,12:20:00,09G-29C
CST305,JSR,2,SUNDAY,12:30:00,13:50:00,09G-28C
CST305,JSR,2,TUESDAY,12:30:00,13:50:00,09G-28C
CST306,FHR,1,MONDAY,12:30:00,13:50:00,08F-21C
CST306,FHR,1,WEDNESDAY,12:30:00,13:50:00,08F-21C
CST307,MRW,1,SUNDAY,11:00:00,12:20:00,09G-28C
CST307,MRW,1,TUESDAY,11:00:00,12:20:00,09G-28C
CST308,SHQ,1,MONDAY,12:30:00,13:50:00,09G-28C
CST308,SHQ,1,WEDNESDAY,12:30:00,13:50:00,09G-28C
CST309,SHJ,1,SUNDAY,14:00:00,15:20:00,09G-29C
CST309,SHJ,1,TUESDAY,14:00:00,15:20:00,09G-29C
CST314,DHN,1,MONDAY,14:00:00,15:20:00,09G-29C
CST314,DHN,1,WEDNESDAY,14:00:00,15:20:00,09G-29C
DEV300,,1,MONDAY,18:30:00,21:30:00,09H-32C
DEV301,,1,THURSDAY,18:30:00,21:30:00,09H-32C
DEV501,,1,SATURDAY,19:00:00,22:00:00,09H-33C
DEV502,,1,SUNDAY,18:30:00,21:30:00,09H-33C
DEV506,,1,WEDNESDAY,18:30:00,21:30:00,09H-33C
DEV605,,1,THURSDAY,18:30:00,21:30:00,09H-33C
DEV612,,1,SATURDAY,15:30:00,18:20:00,09H-33C
DEV690,,1,MONDAY,18:30:00,21:30:00,09H-33C
DEV692,,1,TUESDAY,18:30:00,21:30:00,09H-33C
DMG512,,1,SATURDAY,18:30:00,21:30:00,07B-13C
DMG514,,1,TUESDAY,18:30:00,21:30:00,07B-13C
DMG516,,1,WEDNESDAY,18:30:00,21:30:00,07B-13C
DMG613,SMG,1,SUNDAY,18:30:00,21:30:00,07B-13C
DMG621,ICH,1,MONDAY,18:30:00,21:30:00,07B-13C
ECE101,,1,MONDAY,09:30:00,10:50:00,08A-03C
ECE101,,1,WEDNESDAY,09:30:00,10:50:00,08A-03C
ECE101,,2,SUNDAY,12:30:00,13:50:00,08A-01C
ECE101,,2,TUESDAY,12:30:00,13:50:00,08A-01C
ECE101,,6,SATURDAY,09:30:00,10:50:00,08A-01C
ECE101,,6,THURSDAY,09:30:00,10:50:00,08A-01C
ECE101L,SHD,1,WEDNESDAY,11:00:00,13:50:00,11H-43L
ECE101L,ANB,2,THURSDAY,11:00:00,13:50:00,11H-43L
ECE101L,ANB,3,TUESDAY,08:00:00,10:50:00,11H-43L
ECE103,,1,SUNDAY,14:00:00,15:20:00,11F-39L
ECE103,,1,TUESDAY,14:00:00,15:20:00,11F-39L
ECE103,,2,MONDAY,11:00:00,12:20:00,11F-39L
ECE103,,2,WEDNESDAY,11:00:00,12:20:00,11F-39L
ECE103,,3,SATURDAY,12:30:00,13:50:00,11F-39L
ECE103,,3,THURSDAY,12:30:00,13:50:00,11F-39L
ECE103L,SHD,1,MONDAY,14:00:00,16:50:00,11F-39L
ECE103L,,2,WEDNESDAY,14:00:00,16:50:00,11F-39L
ECE103L,,3,SATURDAY,14:00:00,16:50:00,11F-39L
ECE203,SKBR,1,SATURDAY,09:30:00,10:50:00,08A-03C
ECE203,SKBR,1,THURSDAY,09:30:00,10:50:00,08A-03C
ECE203,,2,SUNDAY,09:30:00,10:50:00,10B-12C
ECE203,,2,TUESDAY,09:30:00,10:50:00,10B-12C
ECE203L,,1,TUESDAY,11:00:00,13:50:00,11H-43L
ECE203L,,2,SUNDAY,11:00:00,13:50:00,11H-43L
ECE205,BEL,2,MONDAY,12:30:00,13:50:00,08A-03C
ECE205,BEL,2,WEDNESDAY,12:30:00,13:50:00,08A-03C
ECE205,,3,MONDAY,15:30:00,16:50:00,08A-01C
ECE205,,3,WEDNESDAY,15:30:00,16:50:00,08A-01C
ECE205L,ANB,1,THURSDAY,08:00:00,10:50:00,11H-45L
ECE205L,,2,WEDNESDAY,08:00:00,10:50:00,11H-45L
ECE241,,1,SUNDAY,11:00:00,12:20:00,08A-02C
ECE241,,1,TUESDAY,11:00:00,12:20:00,08A-02C
ECE241,,3,SUNDAY,09:30:00,10:50:00,08A-03C
ECE241,,3,TUESDAY,09:30:00,10:50:00,08A-03C
ECE243,,1,MONDAY,11:00:00,12:20:00,08A-01C
ECE243,,1,WEDNESDAY,11:00:00,12:20:00,08A-01C
ECE282,,1,SATURDAY,14:00:00,16:50:00,11B-22L
ECE282,,2,THURSDAY,08:00:00,10:50:00,11B-22L
ECE283,,1,MONDAY,14:00:00,15:20:00,08A-02C
ECE283,,1,WEDNESDAY,14:00:00,15:20:00,08A-02C
ECE283,,2,MONDAY,09:30:00,10:50:00,08A-01C
ECE283,,2,WEDNESDAY,09:30:00,10:50:00,08A-01C
ECE283L,,3,SUNDAY,14:00:00,16:50:00,12H-38L
ECE283L,,4,TUESDAY,14:00:00,16:50:00,12H-38L
ECE305,,1,MONDAY,12:30:00,13:50:00,08A-02C
ECE305,,1,WEDNESDAY,12:30:00,13:50:00,08A-02C
ECE305,,2,SUNDAY,14:00:00,15:20:00,08A-02C
ECE305,,2,TUESDAY,14:00:00,15:20:00,08A-02C
ECE305L,,1,THURSDAY,08:00:00,10:50:00,12H-37L
ECE305L,,4,WEDNESDAY,14:00:00,16:50:00,12H-37L
ECE308,,1,SUNDAY,12:30:00,13:50:00,08A-04C
ECE308,,1,TUESDAY,12:30:00,13:50:00,08A-04C
ECE308,,2,MONDAY,11:00:00,12:20:00,08A-02C
ECE308,,2,WEDNESDAY,11:00:00,12:20:00,08A-02C
ECE308L,,1,MONDAY,08:00:00,10:50:00,11H-45L
ECE308L,,4,SUNDAY,11:00:00,13:50:00,11H-45L
ECE309,,1,SUNDAY,09:30:00,10:50:00,08A-03C
ECE309,,1,TUESDAY,09:30:00,10:50:00,08A-03C
ECE309,,2,MONDAY,09:30:00,10:50:00,08A-04C
ECE309,,2,WEDNESDAY,09:30:00,10:50:00,08A-04C
ECE341,,1,MONDAY,15:30:00,16:50:00,10B-12C
ECE341,,1,WEDNESDAY,15:30:00,16:50:00,10B-12C
ECE341,,2,MONDAY,11:00:00,12:20:00,10B-12C
ECE341,,2,WEDNESDAY,11:00:00,12:20:00,10B-12C
ECE341L,ANB,1,SUNDAY,11:00:00,13:50:00,12A-06L
ECE341L,SKBR,2,TUESDAY,11:00:00,13:50:00,12A-06L
ECE343,,1,MONDAY,14:00:00,15:20:00,08A-02C
ECE343,,1,WEDNESDAY,14:00:00,15:20:00,08A-02C
ECE343,,2,SUNDAY,09:30:00,10:50:00,08A-02C
ECE343,,2,TUESDAY,09:30:00,10:50:00,08A-02C
ECE343L,,1,TUESDAY,14:00:00,16:50:00,11B-22L
ECE343L,,2,WEDNESDAY,08:00:00,10:50:00,11B-22L
ECE344,,2,WEDNESDAY,08:00:00,10:50:00,11B-22L
ECE359,,1,SATURDAY,15:30:00,16:50:00,08A-04C
ECE359,,1,THURSDAY,15:30:00,16:50:00,08A-04C
ECE359,,2,SATURDAY,12:30:00,13:50:00,08A-04C
ECE359,,2,THURSDAY,12:30:00,13:50:00,08A-04C
ECE369,,1,MONDAY,12:30:00,13:50:00,08A-01C
ECE369,,1,WEDNESDAY,12:30:00,13:50:00,08A-01C
ECE369,,2,SUNDAY,12:30:00,13:50:00,08A-03C
ECE369,,2,TUESDAY,12:30:00,13:50:00,08A-03C
ECE373,,1,MONDAY,15:30:00,16:50:00,08A-04C
ECE373,,1,WEDNESDAY,15:30:00,16:50:00,08A-04C
ECE373L,,1,WEDNESDAY,11:00:00,13:50:00,11B-22L
ECE382,,1,SATURDAY,11:00:00,13:50:00,11B-22L
ECE383,,2,TUESDAY,11:00:00,13:50:00,11F-39L
ECE385,,1,MONDAY,15:30:00,16:50:00,08A-02C
ECE385,,1,WEDNESDAY,15:30:00,16:50:00,08A-02C
ECE385L,,1,SUNDAY,08:00:00,10:50:00,11B-22L
ECE402C,,1,THURSDAY,11:00:00,13:50:00,08A-03C
ECE402D,,1,THURSDAY,11:00:00,13:50:00,08A-01C
ECE402P,,1,THURSDAY,08:00:00,10:50:00,08A-04C
ECE405,,1,SUNDAY,12:30:00,13:50:00,10B-12C
ECE405,,1,TUESDAY,12:30:00,13:50:00,10B-12C
ECE411,,1,SUNDAY,11:00:00,12:20:00,10B-12C
ECE411,,1,TUESDAY,11:00:00,12:20:00,10B-12C
ECE411L,,1,MONDAY,11:00:00,13:50:00,11B-22L
ECE412,,1,MONDAY,11:00:00,13:50:00,11B-22L
ECE445,,1,SUNDAY,15:30:00,16:50:00,10B-12C
ECE445,,1,TUESDAY,15:30:00,16:50:00,10B-12C
ECE445L,,1,WEDNESDAY,08:00:00,10:50:00,12A-06L
ECE446,,1,WEDNESDAY,08:00:00,10:50:00,12A-06L
ECE499C,,3,THURSDAY,11:00:00,13:50:00,08A-03C
ECE499P,,1,THURSDAY,08:00:00,10:50:00,08A-04C
ECO101,MTS,1,TUESDAY,12:30:00,13:50:00,08B-08C
ECO101,MTS,1,SUNDAY,12:30:00,13:50:00,08B-08C
ECO101,MTS,2,SUNDAY,15:30:00,16:50:00,08B-08C
ECO101,MTS,2,TUESDAY,15:30:00,16:50:00,08B-08C
ECO101,MTS,3,MONDAY,15:30:00,16:50:00,08B-09C
ECO101,MTS,3,WEDNESDAY,15:30:00,16:50:00,08B-09C
ECO101,PNI,4,SATURDAY,11:00:00,12:20:00,08B-08C
ECO101,PNI,4,THURSDAY,11:00:00,12:20:00,08B-08C
ECO101,,5,SUNDAY,08:00:00,09:20:00,08B-09C
ECO101,,5,TUESDAY,08:00:00,09:20:00,08B-09C
ECO101,,6,SATURDAY,09:30:00,10:50:00,08B-08C
ECO101,,6,THURSDAY,09:30:00,10:50:00,08B-08C
ECO101,RTA,7,SATURDAY,11:00:00,12:20:00,08D-12C
ECO101,RTA,7,THURSDAY,11:00:00,12:20:00,08D-12C
ECO101,PNI,8,SATURDAY,09:30:00,10:50:00,08B-09C
ECO101,PNI,8,THURSDAY,09:30:00,10:50:00,08B-09C
ECO101,,9,SATURDAY,12:30:00,13:50:00,08B-08C
ECO101,,9,THURSDAY,12:30:00,13:50:00,08B-08C
ECO101,PNI,10,SATURDAY,14:00:00,15:20:00,08B-10C
ECO101,PNI,10,THURSDAY,14:00:00,15:20:00,08B-10C
ECO101,,11,SATURDAY,15:30:00,16:50:00,08B-09C
ECO101,,11,THURSDAY,15:30:00,16:50:00,08B-09C
ECO101,,12,SATURDAY,08:00:00,09:20:00,08B-10C
ECO101,,12,THURSDAY,08:00:00,09:20:00,08B-10C
ECO101,,13,SATURDAY,11:00:00,12:20:00,08B-09C
ECO101,,13,THURSDAY,11:00:00,12:20:00,08B-09C
ECO101,,14,SATURDAY,08:00:00,09:20:00,08B-09C
ECO101,,14,THURSDAY,08:00:00,09:20:00,08B-09C
ECO101,,15,SATURDAY,11:00:00,12:20:00,08B-10C
ECO101,,15,THURSDAY,11:00:00,12:20:00,08B-10C
ECO101,,16,SATURDAY,15:30:00,16:50:00,08B-10C
ECO101,,16,THURSDAY,15:30:00,16:50:00,08B-10C
ECO101,,17,SATURDAY,17:00:00,18:20:00,08B-08C
ECO101,,17,THURSDAY,17:00:00,18:20:00,08B-08C
ECO101,PNI,18,SUNDAY,08:00:00,09:20:00,08B-08C
ECO101,PNI,18,TUESDAY,08:00:00,09:20:00,08B-08C
ECO101,,19,MONDAY,08:00:00,09:20:00,08B-09C
ECO101,,19,WEDNESDAY,08:00:00,09:20:00,08B-09C
ECO101,,20,SUNDAY,11:00:00,12:20:00,08B-10C
ECO101,,20,TUESDAY,11:00:00,12:20:00,08B-10C
ECO101,,21,SATURDAY,08:00:00,09:20:00,08B-08C
ECO101,,21,THURSDAY,08:00:00,09:20:00,08B-08C
ECO101,,22,SUNDAY,08:00:00,09:20:00,08B-10C
ECO101,,22,TUESDAY,08:00:00,09:20:00,08B-10C
ECO102,RUA,1,MONDAY,14:00:00,15:20:00,08B-08C
ECO102,RUA,1,WEDNESDAY,14:00:00,15:20:00,08B-08C
ECO102,RUA,2,MONDAY,15:30:00,16:50:00,08B-10C
ECO102,RUA,2,WEDNESDAY,15:30:00,16:50:00,08B-10C
ECO102,SIF,3,SUNDAY,14:00:00,15:20:00,08B-08C
ECO102,SIF,3,TUESDAY,14:00:00,15:20:00,08B-08C
ECO102,SIF,4,SUNDAY,15:30:00,16:50:00,08B-10C
ECO102,SIF,4,TUESDAY,15:30:00,16:50:00,08B-10C
ECO102,SIF,5,MONDAY,15:30:00,16:50:00,08B-08C
ECO102,SIF,5,WEDNESDAY,15:30:00,16:50:00,08B-08C
ECO102,RTA,6,SATURDAY,14:00:00,15:20:00,08B-09C
ECO102,RTA,6,THURSDAY,14:00:00,15:20:00,08B-09C
ECO102,RTA,7,MONDAY,08:00:00,09:20:00,08B-08C
ECO102,RTA,7,WEDNESDAY,08:00:00,09:20:00,08B-08C
ECO102,RTA,8,MONDAY,09:30:00,10:50:00,08B-08C
ECO102,RTA,8,WEDNESDAY,09:30:00,10:50:00,08B-08C
ECO102,,11,SATURDAY,11:00:00,12:20:00,09C-16T
ECO102,,11,THURSDAY,11:00:00,12:20:00,09C-16T
ECO102,,12,SATURDAY,11:00:00,12:20:00,09C-16T
ECO102,,12,THURSDAY,11:00:00,12:20:00,09C-16T
ECO104,,1,MONDAY,16:00:00,16:55:00,11A-09L
ECO104,,1,WEDNESDAY,16:00:00,16:55:00,11A-09L
ECO105,SMH,1,SUNDAY,11:00:00,12:20:00,08F-21C
ECO105,SMH,1,TUESDAY,11:00:00,12:20:00,08F-21C
ECO105,,2,SUNDAY,11:00:00,12:20:00,09E-23C
ECO105,,2,TUESDAY,11:00:00,12:20:00,09E-23C
ECO201,SSU,1,SUNDAY,11:00:00,12:20:00,08B-08C
ECO201,SSU,1,TUESDAY,11:00:00,12:20:00,08B-08C
ECO201,SSU,2,SUNDAY,12:30:00,13:50:00,08B-09C
ECO201,SSU,2,TUESDAY,12:30:00,13:50:00,08B-09C
ECO202,HDR,1,SUNDAY,12:30:00,13:50:00,08B-10C
ECO202,HDR,1,TUESDAY,12:30:00,13:50:00,08B-10C
ECO202,HDR,2,SUNDAY,15:30:00,16:50:00,08B-09C
ECO202,HDR,2,TUESDAY,15:30:00,16:50:00,08B-09C
ECO206,SSU,1,MONDAY,11:00:00,12:20:00,08B-08C
ECO206,SSU,1,WEDNESDAY,11:00:00,12:20:00,08B-08C
ECO206,SSU,2,MONDAY,12:30:00,13:50:00,08B-09C
ECO206,SSU,2,WEDNESDAY,12:30:00,13:50:00,08B-09C
ECO207,PNI,1,SUNDAY,09:30:00,10:50:00,08B-08C
ECO207,PNI,1,TUESDAY,09:30:00,10:50:00,08B-08C
ECO208,MTS,1,MONDAY,12:30:00,13:50:00,08B-08C
ECO208,MTS,1,WEDNESDAY,12:30:00,13:50:00,08B-08C
ECO209,MFH,1,SATURDAY,12:30:00,13:50:00,08B-09C
ECO209,MFH,1,THURSDAY,12:30:00,13:50:00,08B-09C
ECO301,WRK,1,SUNDAY,14:00:00,15:20:00,08B-10C
ECO301,WRK,1,TUESDAY,14:00:00,15:20:00,08B-10C
ECO303,SBG,1,MONDAY,12:30:00,13:50:00,08B-10C
ECO303,SBG,1,WEDNESDAY,12:30:00,13:50:00,08B-10C
ECO308,KMF,1,SATURDAY,14:00:00,15:20:00,08B-08C
ECO308,KMF,1,THURSDAY,14:00:00,15:20:00,08B-08C
ECO309,KMF,1,SATURDAY,15:30:00,16:50:00,08B-08C
ECO309,KMF,1,THURSDAY,15:30:00,16:50:00,08B-08C
ECO310,RUA,1,SUNDAY,14:00:00,15:20:00,08B-09C
ECO310,RUA,1,TUESDAY,14:00:00,15:20:00,08B-09C
ECO311,SBG,1,MONDAY,09:30:00,10:50:00,08B-09C
ECO311,SBG,1,WEDNESDAY,09:30:00,10:50:00,08B-09C
ECO324,SIF,1,MONDAY,14:00:00,15:20:00,08B-09C
ECO324,SIF,1,WEDNESDAY,14:00:00,15:20:00,08B-09C
ECO430,WRK,1,MONDAY,11:00:00,12:20:00,08B-09C
ECO430,WRK,1,WEDNESDAY,11:00:00,12:20:00,08B-09C
ECO431,WRK,1,SUNDAY,11:00:00,12:20:00,08B-09C
ECO431,WRK,1,TUESDAY,11:00:00,12:20:00,08B-09C
ECO432,SED,1,MONDAY,14:00:00,15:20:00,08B-10C
ECO432,SED,1,WEDNESDAY,14:00:00,15:20:00,08B-10C
ECO500,HDR,1,MONDAY,18:30:00,21:30:00,08B-08C
ECO511,KMF,1,THURSDAY,18:30:00,21:30:00,08B-09C
ECO512,KMF,1,SUNDAY,18:30:00,21:30:00,08B-10C
ECO513,FMU,1,MONDAY,18:30:00,21:30:00,08D-12C
ECO514,SBG,1,SUNDAY,18:30:00,21:30:00,08B-09C
ECO515,HDR,1,WEDNESDAY,18:30:00,21:30:00,12F-30L
ECO613,MFH,1,WEDNESDAY,18:30:00,21:30:00,12B-19L
ECO621,SED,1,WEDNESDAY,18:30:00,21:30:00,08B-08C
ECO623,SED,1,MONDAY,18:30:00,21:30:00,08B-09C
ECO633,MFH,1,SUNDAY,18:30:00,21:30:00,08D-12C
ECO635,FMU,1,TUESDAY,18:30:00,21:30:00,08B-10C
EEE101,,1,MONDAY,09:30:00,10:50:00,08A-03C
EEE101,,1,WEDNESDAY,09:30:00,10:50:00,08A-03C
EEE101,,2,SUNDAY,12:30:00,13:50:00,08A-01C
EEE101,,2,TUESDAY,12:30:00,13:50:00,08A-01C
EEE101,,3,SUNDAY,11:00:00,12:20:00,08A-04C
EEE101,,3,TUESDAY,11:00:00,12:20:00,08A-04C
EEE101,,4,MONDAY,09:30:00,10:50:00,10B-12C
EEE101,,4,WEDNESDAY,09:30:00,10:50:00,10B-12C
EEE101,,5,SUNDAY,11:00:00,12:20:00,08A-01C
EEE101,,5,TUESDAY,11:00:00,12:20:00,08A-01C
EEE101,,6,SATURDAY,09:30:00,10:50:00,08A-01C
EEE101,,6,THURSDAY,09:30:00,10:50:00,08A-01C
EEE101,,7,MONDAY,08:00:00,09:20:00,08A-04C
EEE101,,7,WEDNESDAY,08:00:00,09:20:00,08A-04C
EEE101L,SHD,1,WEDNESDAY,11:00:00,13:50:00,11H-43L
EEE101L,ANB,2,THURSDAY,11:00:00,13:50:00,11H-43L
EEE101L,ANB,3,TUESDAY,08:00:00,10:50:00,11H-43L
EEE101L,,4,THURSDAY,11:00:00,13:50:00,11H-45L
EEE101L,,5,THURSDAY,11:00:00,13:50:00,11H-46L
EEE101L,,6,SUNDAY,08:00:00,10:50:00,11H-43L
EEE101L,,7,SATURDAY,08:00:00,10:50:00,11H-43L
EEE101L,,8,SATURDAY,14:00:00,16:50:00,11H-44L
EEE101L,,9,WEDNESDAY,14:00:00,16:50:00,11H-43L
EEE101L,,10,WEDNESDAY,14:00:00,16:50:00,11H-44L
EEE101L,,11,WEDNESDAY,08:00:00,10:50:00,11H-44L
EEE103,,1,SUNDAY,14:00:00,15:20:00,11F-39L
EEE103,,1,TUESDAY,14:00:00,15:20:00,11F-39L
EEE103,,2,MONDAY,11:00:00,12:20:00,11F-39L
EEE103,,2,WEDNESDAY,11:00:00,12:20:00,11F-39L
EEE103,,3,SATURDAY,12:30:00,13:50:00,11F-39L
EEE103,,3,THURSDAY,12:30:00,13:50:00,11F-39L
EEE103,,4,MONDAY,12:30:00,13:50:00,11F-39L
EEE103,,4,WEDNESDAY,12:30:00,13:50:00,11F-39L
EEE103,,4,MONDAY,12:30:00,13:50:00,11F-39L
EEE103,,4,WEDNESDAY,12:30:00,13:50:00,11F-39L
EEE103,,5,SUNDAY,09:30:00,10:50:00,11F-39L
EEE103,,5,TUESDAY,09:30:00,10:50:00,11F-39L
EEE103,,6,SATURDAY,11:00:00,12:20:00,11F-39L
EEE103,,6,THURSDAY,11:00:00,12:20:00,11F-39L
EEE103L,SHD,1,MONDAY,14:00:00,16:50:00,11F-39L
EEE103L,,2,WEDNESDAY,14:00:00,16:50:00,11F-39L
EEE103L,,3,SATURDAY,14:00:00,16:50:00,11F-39L
EEE103L,,4,MONDAY,14:00:00,16:50:00,11B-22L
EEE103L,,5,SUNDAY,11:00:00,13:50:00,11F-39L
EEE103L,,6,MONDAY,08:00:00,10:50:00,11F-39L
EEE203,SKBR,1,SATURDAY,09:30:00,10:50:00,08A-03C
EEE203,SKBR,1,THURSDAY,09:30:00,10:50:00,08A-03C
EEE203,,2,SUNDAY,09:30:00,10:50:00,10B-12C
EEE203,,2,TUESDAY,09:30:00,10:50:00,10B-12C
EEE203,,3,SUNDAY,14:00:00,15:20:00,08A-04C
EEE203,,3,TUESDAY,14:00:00,15:20:00,08A-04C
EEE203,,4,SATURDAY,11:00:00,12:20:00,08A-02C
EEE203,,4,THURSDAY,11:00:00,12:20:00,08A-02C
EEE203L,,1,TUESDAY,11:00:00,13:50:00,11H-43L
EEE203L,,2,SUNDAY,11:00:00,13:50:00,11H-43L
EEE203L,ANB,3,TUESDAY,11:00:00,13:50:00,11H-44L
EEE203L,,4,MONDAY,11:00:00,13:50:00,11H-43L
EEE203L,,5,MONDAY,11:00:00,13:50:00,11H-44L
EEE203L,,6,TUESDAY,14:00:00,16:50:00,11H-43L
EEE203L,,7,THURSDAY,08:00:00,10:50:00,11H-43L
EEE205,BEL,1,MONDAY,09:30:00,10:50:00,08A-02C
EEE205,BEL,1,WEDNESDAY,09:30:00,10:50:00,08A-02C
EEE205,BEL,2,MONDAY,12:30:00,13:50:00,08A-03C
EEE205,BEL,2,WEDNESDAY,12:30:00,13:50:00,08A-03C
EEE205,,3,MONDAY,15:30:00,16:50:00,08A-01C
