Course,Faculty,Section,Day,Start Time,End Time,Room
CSE220L,,9,SUNDAY,14:00:00,16:50:00,09B-11L
CSE220L,,10,MONDAY,08:00:00,10:50:00,09B-08L
CSE220L,,11,MONDAY,08:00:00,10:50:00,09B-09L
CSE220L,,12,SUNDAY,11:00:00,13:50:00,09B-09L
CSE220L,,13,SUNDAY,11:00:00,13:50:00,09B-11L
CSE220L,,14,MONDAY,08:00:00,10:50:00,09E-21L
CSE220L,,15,MONDAY,08:00:00,10:50:00,09E-22L
CSE220L,,16,SUNDAY,08:00:00,10:50:00,09B-09L
CSE220L,,17,MONDAY,11:00:00,13:50:00,09E-22L
CSE220L,,18,MONDAY,08:00:00,10:50:00,09F-25L
CSE220L,,19,MONDAY,14:00:00,16:50:00,09B-10L
CSE220L,,20,MONDAY,14:00:00,16:50:00,09B-11L
CSE220L,,21,SUNDAY,14:00:00,16:50:00,09B-10L
CSE220L,,22,MONDAY,08:00:00,10:50:00,09B-10L
CSE220L,,23,MONDAY,11:00:00,13:50:00,09E-21L
CSE220L,,24,SUNDAY,08:00:00,10:50:00,09E-22L
CSE220L,,25,SUNDAY,14:00:00,16:50:00,09E-22L
CSE220L,,26,MONDAY,14:00:00,16:50:00,09B-08L
CSE220L,,27,MONDAY,14:00:00,16:50:00,09B-09L
CSE220L,,28,MONDAY,11:00:00,13:50:00,09B-08L
CSE220L,,29,MONDAY,11:00:00,13:50:00,09B-09L
CSE220L,,30,SUNDAY,08:00:00,10:50:00,09B-10L
CSE220L,,31,SUNDAY,14:00:00,16:50:00,09E-21L
CSE220L,,32,SUNDAY,11:00:00,13:50:00,09E-22L
CSE220L,,33,SUNDAY,08:00:00,10:50:00,09F-26L
CSE220L,,34,SUNDAY,08:00:00,10:50:00,09B-11L
CSE221,PNP,1,SUNDAY,11:00:00,12:20:00,09D-18C
CSE221,PNP,1,TUESDAY,11:00:00,12:20:00,09D-18C
CSE221,PNP,2,SUNDAY,12:30:00,13:50:00,09D-18C
CSE221,PNP,2,TUESDAY,12:30:00,13:50:00,09D-18C
CSE221,FGZ,3,MONDAY,08:00:00,09:20:00,09A-06C
CSE221,FGZ,3,WEDNESDAY,08:00:00,09:20:00,09A-06C
CSE221,FGZ,4,MONDAY,09:30:00,10:50:00,09A-06C
CSE221,FGZ,4,WEDNESDAY,09:30:00,10:50:00,09A-06C
CSE221,,5,SUNDAY,15:30:00,16:50:00,07D-20C
CSE221,,5,TUESDAY,15:30:00,16:50:00,07D-20C
CSE221,NSB,6,SUNDAY,12:30:00,13:50:00,09H-35C
CSE221,NSB,6,TUESDAY,12:30:00,13:50:00,09H-35C
CSE221,EHD,7,SUNDAY,09:30:00,10:50:00,09H-32C
CSE221,EHD,7,TUESDAY,09:30:00,10:50:00,09H-32C
CSE221,EHD,8,SUNDAY,11:00:00,12:20:00,09H-32C
CSE221,EHD,8,TUESDAY,11:00:00,12:20:00,09H-32C
CSE221,RSS,9,MONDAY,08:00:00,09:20:00,09H-32C
CSE221,RSS,9,WEDNESDAY,08:00:00,09:20:00,09H-32C
CSE221,MUNR,10,SUNDAY,14:00:00,15:20:00,09H-32C
CSE221,MUNR,10,TUESDAY,14:00:00,15:20:00,09H-32C
CSE221,MUNR,11,SUNDAY,15:30:00,16:50:00,09H-32C
CSE221,MUNR,11,TUESDAY,15:30:00,16:50:00,09H-32C
CSE221,NSB,12,MONDAY,09:30:00,10:50:00,09A-02C
CSE221,NSB,12,WEDNESDAY,09:30:00,10:50:00,09A-02C
CSE221,DPU,13,MONDAY,08:00:00,09:20:00,09A-03C
CSE221,DPU,13,WEDNESDAY,08:00:00,09:20:00,09A-03C
CSE221,ANK,14,MONDAY,11:00:00,12:20:00,09H-36C
CSE221,ANK,14,WEDNESDAY,11:00:00,12:20:00,09H-36C
CSE221,ANK,15,MONDAY,12:30:00,13:50:00,09H-36C
CSE221,ANK,15,WEDNESDAY,12:30:00,13:50:00,09H-36C
CSE221,TAP,16,SUNDAY,08:00:00,09:20:00,09H-32C
CSE221,TAP,16,TUESDAY,08:00:00,09:20:00,09H-32C
CSE221,MIBA,18,SUNDAY,15:30:00,16:50:00,09E-20T
CSE221,MIBA,18,TUESDAY,15:30:00,16:50:00,09E-20T
CSE221,MIBA,19,SUNDAY,15:30:00,16:50:00,09E-20T
CSE221,MIBA,19,TUESDAY,15:30:00,16:50:00,09E-20T
CSE221,MIBA,20,MONDAY,15:30:00,16:50:00,10B-15C
CSE221,MIBA,20,WEDNESDAY,15:30:00,16:50:00,10B-15C
CSE221,MIBA,21,SUNDAY,15:30:00,16:50:00,09E-20T
CSE221,MIBA,21,TUESDAY,15:30:00,16:50:00,09E-20T
CSE221,ZYH,22,SUNDAY,14:00:00,15:20:00,09A-03C
CSE221,ZYH,22,TUESDAY,14:00:00,15:20:00,09A-03C
CSE221,ZYH,23,SUNDAY,15:30:00,16:50:00,09A-03C
CSE221,ZYH,23,TUESDAY,15:30:00,16:50:00,09A-03C
CSE221,ZMD,24,MONDAY,12:30:00,13:50:00,09B-12C
CSE221,ZMD,24,WEDNESDAY,12:30:00,13:50:00,09B-12C
CSE221,AYO,25,MONDAY,14:00:00,15:20:00,07F-22C
CSE221,AYO,25,WEDNESDAY,14:00:00,15:20:00,07F-22C
CSE221,AYO,26,MONDAY,15:30:00,16:50:00,07F-22C
CSE221,AYO,26,WEDNESDAY,15:30:00,16:50:00,07F-22C
CSE221,,27,SUNDAY,08:00:00,09:20:00,09A-03C
CSE221,,27,TUESDAY,08:00:00,09:20:00,09A-03C
CSE221,MMM,29,MONDAY,08:00:00,09:20:00,09A-02C
CSE221,MMM,29,WEDNESDAY,08:00:00,09:20:00,09A-02C
CSE221,NSB,30,SUNDAY,09:30:00,10:50:00,09A-03C
CSE221,NSB,30,TUESDAY,09:30:00,10:50:00,09A-03C
CSE221L,,1,SATURDAY,11:00:00,13:50:00,09E-22L
CSE221L,,2,SATURDAY,08:00:00,10:50:00,09F-27L
CSE221L,,3,SUNDAY,14:00:00,16:50:00,09B-08L
CSE221L,,4,SATURDAY,08:00:00,10:50:00,09B-08L
CSE221L,,5,SATURDAY,11:00:00,13:50:00,09F-26L
CSE221L,,6,SATURDAY,11:00:00,13:50:00,09F-27L
CSE221L,,7,SATURDAY,14:00:00,16:50:00,09E-21L
CSE221L,,8,SATURDAY,14:00:00,16:50:00,09E-22L
CSE221L,,9,SUNDAY,08:00:00,10:50:00,09B-08L
CSE221L,,10,SATURDAY,08:00:00,10:50:00,09F-25L
CSE221L,,11,SATURDAY,14:00:00,16:50:00,09F-25L
CSE221L,,12,SUNDAY,08:00:00,10:50:00,09F-27L
CSE221L,,13,SUNDAY,11:00:00,13:50:00,09F-27L
CSE221L,,14,SATURDAY,11:00:00,13:50:00,09B-08L
CSE221L,,15,SATURDAY,08:00:00,10:50:00,09B-09L
CSE221L,,16,SATURDAY,08:00:00,10:50:00,09E-21L
CSE221L,,18,SATURDAY,11:00:00,13:50:00,09F-25L
CSE221L,,19,SATURDAY,08:00:00,10:50:00,09B-10L
CSE221L,,20,SATURDAY,14:00:00,16:50:00,09B-11L
CSE221L,,21,SATURDAY,08:00:00,10:50:00,09F-26L
CSE221L,,22,SATURDAY,14:00:00,16:50:00,09B-09L
CSE221L,,23,SATURDAY,11:00:00,13:50:00,09B-11L
CSE221L,,24,SATURDAY,14:00:00,16:50:00,09B-08L
CSE221L,,25,SATURDAY,11:00:00,13:50:00,09B-09L
CSE221L,,26,SATURDAY,11:00:00,13:50:00,09B-10L
CSE221L,,27,SATURDAY,14:00:00,16:50:00,09F-26L
CSE221L,,29,SUNDAY,11:00:00,13:50:00,09B-08L
CSE221L,,30,SATURDAY,08:00:00,10:50:00,09E-22L
CSE230,FHZ,1,MONDAY,08:00:00,09:20:00,10A-05C
CSE230,FHZ,1,WEDNESDAY,08:00:00,09:20:00,10A-05C
CSE230,FHZ,2,MONDAY,09:30:00,10:50:00,10A-05C
CSE230,FHZ,2,WEDNESDAY,09:30:00,10:50:00,10A-05C
CSE230,,3,SUNDAY,09:30:00,10:50:00,07D-20C
CSE230,,3,TUESDAY,09:30:00,10:50:00,07D-20C
CSE230,FIC,4,SUNDAY,14:00:00,15:20:00,09H-35C
CSE230,FIC,4,TUESDAY,14:00:00,15:20:00,09H-35C
CSE230,FIC,5,SUNDAY,15:30:00,16:50:00,09H-35C
CSE230,FIC,5,TUESDAY,15:30:00,16:50:00,09H-35C
CSE230,,6,SUNDAY,12:30:00,13:50:00,07D-20C
CSE230,,6,TUESDAY,12:30:00,13:50:00,07D-20C
CSE230,NFK,7,MONDAY,11:00:00,12:20:00,09H-34C
CSE230,NFK,7,WEDNESDAY,11:00:00,12:20:00,09H-34C
CSE230,AHF,8,MONDAY,12:30:00,13:50:00,09H-34C
CSE230,AHF,8,WEDNESDAY,12:30:00,13:50:00,09H-34C
CSE230,QAR,9,MONDAY,14:00:00,15:20:00,09A-06C
CSE230,QAR,9,WEDNESDAY,14:00:00,15:20:00,09A-06C
CSE230,NFK,10,MONDAY,12:30:00,13:50:00,08H-22C
CSE230,NFK,10,WEDNESDAY,12:30:00,13:50:00,08H-22C
CSE230,AHF,12,MONDAY,09:30:00,10:50:00,09A-05C
CSE230,AHF,12,WEDNESDAY,09:30:00,10:50:00,09A-05C
CSE230,NFK,13,SUNDAY,08:00:00,09:20:00,09H-35C
CSE230,NFK,13,TUESDAY,08:00:00,09:20:00,09H-35C
CSE230,,14,SATURDAY,11:00:00,12:20:00,09C-13C
CSE230,,14,THURSDAY,11:00:00,12:20:00,09C-13C
CSE230,,15,SATURDAY,12:30:00,13:50:00,09C-13C
CSE230,,15,THURSDAY,12:30:00,13:50:00,09C-13C
CSE230,,16,SUNDAY,08:00:00,09:20:00,07D-20C
CSE230,,16,TUESDAY,08:00:00,09:20:00,07D-20C
CSE230,,17,SATURDAY,14:00:00,15:20:00,09H-37C
CSE230,,17,THURSDAY,14:00:00,15:20:00,09H-37C
CSE230,FHZ,18,SUNDAY,15:30:00,16:50:00,10B-15C
CSE230,FHZ,18,TUESDAY,15:30:00,16:50:00,10B-15C
CSE230,,19,SATURDAY,15:30:00,16:50:00,09H-37C
CSE230,,19,THURSDAY,15:30:00,16:50:00,09H-37C
CSE230,AVB,20,MONDAY,14:00:00,15:20:00,09A-04C
CSE230,AVB,20,WEDNESDAY,14:00:00,15:20:00,09A-04C
CSE230,AVB,21,MONDAY,15:30:00,16:50:00,09A-04C
CSE230,AVB,21,WEDNESDAY,15:30:00,16:50:00,09A-04C
CSE230,,22,SUNDAY,11:00:00,12:20:00,07D-20C
CSE230,,22,TUESDAY,11:00:00,12:20:00,07D-20C
CSE230,,23,SATURDAY,09:30:00,10:50:00,10A-10C
CSE230,,23,THURSDAY,09:30:00,10:50:00,10A-10C
CSE230,,24,SATURDAY,11:00:00,12:20:00,10A-10C
CSE230,,24,THURSDAY,11:00:00,12:20:00,10A-10C
CSE230,,28,SATURDAY,09:30:00,10:50:00,09H-32C
CSE230,,28,THURSDAY,09:30:00,10:50:00,09H-32C
CSE230,,29,SATURDAY,12:30:00,13:50:00,09H-32C
CSE230,,29,THURSDAY,12:30:00,13:50:00,09H-32C
CSE250,,1,SUNDAY,08:00:00,09:20:00,09A-01C
CSE250,,1,TUESDAY,08:00:00,09:20:00,09A-01C
CSE250,,2,SUNDAY,09:30:00,10:50:00,09A-01C
CSE250,,2,TUESDAY,09:30:00,10:50:00,09A-01C
CSE250,,3,SUNDAY,09:30:00,10:50:00,07H-27C
CSE250,,3,TUESDAY,09:30:00,10:50:00,07H-27C
CSE250,,4,SUNDAY,12:30:00,13:50:00,09A-01C
CSE250,,4,TUESDAY,12:30:00,13:50:00,09A-01C
CSE250,,5,SUNDAY,14:00:00,15:20:00,09A-01C
CSE250,,5,TUESDAY,14:00:00,15:20:00,09A-01C
CSE250,,6,SUNDAY,15:30:00,16:50:00,09A-01C
CSE250,,6,TUESDAY,15:30:00,16:50:00,09A-01C
CSE250,,7,SUNDAY,08:00:00,09:20:00,10A-04C
CSE250,,7,TUESDAY,08:00:00,09:20:00,10A-04C
CSE250,,8,SUNDAY,09:30:00,10:50:00,10A-04C
CSE250,,8,TUESDAY,09:30:00,10:50:00,10A-04C
CSE250,,9,SUNDAY,11:00:00,12:20:00,07H-26C
CSE250,,9,TUESDAY,11:00:00,12:20:00,07H-26C
CSE250,,10,MONDAY,08:00:00,09:20:00,09A-01C
CSE250,,10,WEDNESDAY,08:00:00,09:20:00,09A-01C
CSE250,,11,MONDAY,09:30:00,10:50:00,09A-01C
CSE250,,11,WEDNESDAY,09:30:00,10:50:00,09A-01C
CSE250,,12,MONDAY,11:00:00,12:20:00,09A-01C
CSE250,,12,WEDNESDAY,11:00:00,12:20:00,09A-01C
CSE250,,13,MONDAY,12:30:00,13:50:00,09A-01C
CSE250,,13,WEDNESDAY,12:30:00,13:50:00,09A-01C
CSE250,,14,MONDAY,09:30:00,10:50:00,07H-27C
CSE250,,14,WEDNESDAY,09:30:00,10:50:00,07H-27C
CSE250,,15,MONDAY,15:30:00,16:50:00,09A-01C
CSE250,,15,WEDNESDAY,15:30:00,16:50:00,09A-01C
CSE250,,16,SATURDAY,08:00:00,09:20:00,10A-04C
CSE250,,16,THURSDAY,08:00:00,09:20:00,10A-04C
CSE250,,17,SATURDAY,09:30:00,10:50:00,10A-04C
CSE250,,17,THURSDAY,09:30:00,10:50:00,10A-04C
CSE250,,18,SATURDAY,11:00:00,12:20:00,10A-04C
CSE250,,18,THURSDAY,11:00:00,12:20:00,10A-04C
CSE250,,19,SATURDAY,12:30:00,13:50:00,10A-04C
CSE250,,19,THURSDAY,12:30:00,13:50:00,10A-04C
CSE250,,20,SATURDAY,14:00:00,15:20:00,10A-04C
CSE250,,20,THURSDAY,14:00:00,15:20:00,10A-04C
CSE250,,22,SATURDAY,09:30:00,10:50:00,07H-27C
CSE250,,22,THURSDAY,09:30:00,10:50:00,07H-27C
CSE250,,23,SATURDAY,14:00:00,15:20:00,10A-05C
CSE250,,23,THURSDAY,14:00:00,15:20:00,10A-05C
CSE250,,24,SUNDAY,15:30:00,16:50:00,07H-26C
CSE250,,24,TUESDAY,15:30:00,16:50:00,07H-26C
CSE250,,25,MONDAY,14:00:00,15:20:00,07D-19C
CSE250,,25,WEDNESDAY,14:00:00,15:20:00,07D-19C
CSE250,,26,SUNDAY,15:30:00,16:50:00,07D-19C
CSE250,,26,TUESDAY,15:30:00,16:50:00,07D-19C
CSE250,,27,SUNDAY,08:00:00,09:20:00,07D-19C
CSE250,,27,TUESDAY,08:00:00,09:20:00,07D-19C
CSE250,,28,SUNDAY,09:30:00,10:50:00,07D-19C
CSE250,,28,TUESDAY,09:30:00,10:50:00,07D-19C
CSE250,,29,SATURDAY,14:00:00,15:20:00,08H-22C
CSE250,,29,THURSDAY,14:00:00,15:20:00,08H-22C
CSE250,,30,SATURDAY,15:30:00,16:50:00,08H-22C
CSE250,,30,THURSDAY,15:30:00,16:50:00,08H-22C
CSE250,,32,SUNDAY,12:30:00,13:50:00,10A-04C
CSE250,,32,TUESDAY,12:30:00,13:50:00,10A-04C
CSE250,,33,SATURDAY,12:30:00,13:50:00,09A-01C
CSE250,,33,THURSDAY,12:30:00,13:50:00,09A-01C
CSE250,,34,SATURDAY,14:00:00,15:20:00,07H-27C
CSE250,,34,THURSDAY,14:00:00,15:20:00,07H-27C
CSE250L,,1,SATURDAY,08:00:00,10:50:00,12B-20L
CSE250L,,2,SATURDAY,11:00:00,13:50:00,12B-20L
CSE250L,,3,SATURDAY,11:00:00,13:50:00,12B-20L
CSE250L,,4,WEDNESDAY,11:00:00,13:50:00,12B-20L
CSE250L,,5,WEDNESDAY,11:00:00,13:50:00,12B-20L
CSE250L,,6,MONDAY,08:00:00,10:50:00,12B-20L
CSE250L,,7,SATURDAY,08:00:00,10:50:00,12B-20L
CSE250L,,8,WEDNESDAY,08:00:00,10:50:00,12B-20L
CSE250L,,9,WEDNESDAY,08:00:00,10:50:00,12B-20L
CSE250L,,10,TUESDAY,14:00:00,16:50:00,12B-20L
CSE250L,,11,TUESDAY,14:00:00,16:50:00,12B-20L
CSE250L,,12,THURSDAY,14:00:00,16:50:00,12B-20L
CSE250L,,13,THURSDAY,11:00:00,13:50:00,12B-20L
CSE250L,,14,THURSDAY,14:00:00,16:50:00,12B-20L
CSE250L,,15,THURSDAY,11:00:00,13:50:00,12B-20L
CSE250L,,16,MONDAY,14:00:00,16:50:00,12B-20L
CSE250L,,17,MONDAY,14:00:00,16:50:00,12B-20L
CSE250L,,18,SUNDAY,14:00:00,16:50:00,12B-20L
CSE250L,,19,SUNDAY,11:00:00,13:50:00,12B-20L
CSE250L,,20,TUESDAY,08:00:00,10:50:00,12B-20L
CSE250L,,22,SUNDAY,14:00:00,16:50:00,12B-20L
CSE250L,,23,SUNDAY,11:00:00,13:50:00,12B-20L
CSE250L,,24,MONDAY,08:00:00,10:50:00,12B-20L
CSE250L,,25,SATURDAY,11:00:00,13:50:00,FT10-03L
CSE250L,,26,SATURDAY,14:00:00,16:50:00,FT10-02L
CSE250L,,27,THURSDAY,08:00:00,10:50:00,FT10-01L
CSE250L,,28,THURSDAY,14:00:00,16:50:00,FT10-02L
CSE250L,,29,WEDNESDAY,11:00:00,13:50:00,FT10-03L
CSE250L,,30,MONDAY,08:00:00,10:50:00,FT10-03L
CSE250L,,32,MONDAY,11:00:00,13:50:00,FT10-03L
CSE250L,,33,TUESDAY,08:00:00,10:50:00,FT10-03L
CSE250L,,34,TUESDAY,11:00:00,13:50:00,FT08-04L
CSE251,,1,SUNDAY,12:30:00,13:50:00,07H-26C
CSE251,,1,TUESDAY,12:30:00,13:50:00,07H-26C
CSE251,,2,SUNDAY,14:00:00,15:20:00,07H-26C
CSE251,,2,TUESDAY,14:00:00,15:20:00,07H-26C
CSE251,,3,SUNDAY,15:30:00,16:50:00,10A-04C
CSE251,,3,TUESDAY,15:30:00,16:50:00,10A-04C
CSE251,,4,SUNDAY,08:00:00,09:20:00,07H-26C
CSE251,,4,TUESDAY,08:00:00,09:20:00,07H-26C
CSE251,,5,SUNDAY,14:00:00,15:20:00,10A-04C
CSE251,,5,TUESDAY,14:00:00,15:20:00,10A-04C
CSE251,,6,SUNDAY,11:00:00,12:20:00,09A-01C
CSE251,,6,TUESDAY,11:00:00,12:20:00,09A-01C
CSE251,,8,MONDAY,08:00:00,09:20:00,10A-04C
CSE251,,8,WEDNESDAY,08:00:00,09:20:00,10A-04C
CSE251,,9,MONDAY,09:30:00,10:50:00,10A-04C
CSE251,,9,WEDNESDAY,09:30:00,10:50:00,10A-04C
CSE251,,10,MONDAY,11:00:00,12:20:00,10A-04C
CSE251,,10,WEDNESDAY,11:00:00,12:20:00,10A-04C
CSE251,,11,MONDAY,12:30:00,13:50:00,10A-04C
CSE251,,11,WEDNESDAY,12:30:00,13:50:00,10A-04C
CSE251,,12,MONDAY,14:00:00,15:20:00,10A-04C
CSE251,,12,WEDNESDAY,14:00:00,15:20:00,10A-04C
CSE251,,13,MONDAY,15:30:00,16:50:00,10A-04C
CSE251,,13,WEDNESDAY,15:30:00,16:50:00,10A-04C
CSE251,,14,SATURDAY,08:00:00,09:20:00,07H-26C
CSE251,,14,THURSDAY,08:00:00,09:20:00,07H-26C
CSE251,,15,SATURDAY,09:30:00,10:50:00,07H-26C
CSE251,,15,THURSDAY,09:30:00,10:50:00,07H-26C
CSE251,,16,SATURDAY,11:00:00,12:20:00,07H-26C
CSE251,,16,THURSDAY,11:00:00,12:20:00,07H-26C
CSE251,,17,SATURDAY,12:30:00,13:50:00,07H-26C
CSE251,,17,THURSDAY,12:30:00,13:50:00,07H-26C
CSE251,,18,SATURDAY,14:00:00,15:20:00,07H-26C
CSE251,,18,THURSDAY,14:00:00,15:20:00,07H-26C
CSE251,,19,SATURDAY,15:30:00,16:50:00,07H-26C
CSE251,,19,THURSDAY,15:30:00,16:50:00,07H-26C
CSE251,,20,MONDAY,11:00:00,12:20:00,07H-26C
CSE251,,20,WEDNESDAY,11:00:00,12:20:00,07H-26C
CSE251,,21,MONDAY,08:00:00,09:20:00,07H-26C
CSE251,,21,WEDNESDAY,08:00:00,09:20:00,07H-26C
CSE251,,22,SATURDAY,11:00:00,12:20:00,07H-27C
CSE251,,22,THURSDAY,11:00:00,12:20:00,07H-27C
CSE251,,23,SUNDAY,09:30:00,10:50:00,07H-26C
CSE251,,23,TUESDAY,09:30:00,10:50:00,07H-26C
CSE251,,24,MONDAY,12:30:00,13:50:00,07D-19C
CSE251,,24,WEDNESDAY,12:30:00,13:50:00,07D-19C
CSE251,,25,SUNDAY,11:00:00,12:20:00,07D-19C
CSE251,,25,TUESDAY,11:00:00,12:20:00,07D-19C
CSE251,,26,SUNDAY,12:30:00,13:50:00,07D-19C
CSE251,,26,TUESDAY,12:30:00,13:50:00,07D-19C
CSE251,,27,MONDAY,08:00:00,09:20:00,07D-19C
CSE251,,27,WEDNESDAY,08:00:00,09:20:00,07D-19C
CSE251,,28,MONDAY,09:30:00,10:50:00,07D-19C
CSE251,,28,WEDNESDAY,09:30:00,10:50:00,07D-19C
CSE251,,29,SATURDAY,11:00:00,12:20:00,09A-01C
CSE251,,29,THURSDAY,11:00:00,12:20:00,09A-01C
CSE251,,30,SATURDAY,12:30:00,13:50:00,07H-27C
CSE251,,30,THURSDAY,12:30:00,13:50:00,07H-27C
CSE251L,,1,WEDNESDAY,14:00:00,16:50:00,FT10-03L
CSE251L,,2,THURSDAY,11:00:00,13:50:00,FT10-01L
CSE251L,,3,THURSDAY,14:00:00,16:50:00,FT10-01L
CSE251L,,4,MONDAY,08:00:00,10:50:00,FT10-02L
CSE251L,,5,WEDNESDAY,11:00:00,13:50:00,FT10-02L
CSE251L,,6,WEDNESDAY,14:00:00,16:50:00,FT10-01L
CSE251L,,8,SATURDAY,11:00:00,13:50:00,FT10-02L
CSE251L,,9,SATURDAY,14:00:00,16:50:00,FT10-01L
CSE251L,,10,TUESDAY,08:00:00,10:50:00,FT10-01L
CSE251L,,11,TUESDAY,11:00:00,13:50:00,FT10-03L
CSE251L,,12,TUESDAY,14:00:00,16:50:00,FT10-02L
CSE251L,,13,TUESDAY,08:00:00,10:50:00,FT10-02L
CSE251L,,14,SUNDAY,08:00:00,10:50:00,FT10-02L
CSE251L,,15,SUNDAY,11:00:00,13:50:00,FT10-01L
CSE251L,,16,SUNDAY,14:00:00,16:50:00,FT10-01L
CSE251L,,17,MONDAY,08:00:00,10:50:00,FT10-01L
CSE251L,,18,MONDAY,11:00:00,13:50:00,FT10-01L
CSE251L,,19,MONDAY,14:00:00,16:50:00,FT10-02L
CSE251L,,20,THURSDAY,14:00:00,16:50:00,FT10-03L
CSE251L,,21,SATURDAY,08:00:00,10:50:00,FT10-01L
CSE251L,,22,SUNDAY,11:00:00,13:50:00,FT10-03L
CSE251L,,23,WEDNESDAY,08:00:00,10:50:00,FT10-01L
CSE251L,,24,SATURDAY,08:00:00,10:50:00,FT10-02L
CSE251L,,25,WEDNESDAY,08:00:00,10:50:00,FT10-02L
CSE251L,,26,THURSDAY,11:00:00,13:50:00,FT10-03L
CSE251L,,27,SATURDAY,08:00:00,10:50:00,FT10-03L
CSE251L,,28,SUNDAY,14:00:00,16:50:00,FT10-02L
CSE251L,,29,MONDAY,14:00:00,16:50:00,FT10-01L
CSE251L,,30,MONDAY,14:00:00,16:50:00,FT10-03L
CSE260,PBK,1,SUNDAY,08:00:00,09:20:00,09H-34C
CSE260,PBK,1,TUESDAY,08:00:00,09:20:00,09H-34C
CSE260,PBK,2,SUNDAY,09:30:00,10:50:00,09H-34C
CSE260,PBK,2,TUESDAY,09:30:00,10:50:00,09H-34C
CSE260,FIC,3,MONDAY,14:00:00,15:20:00,09B-12C
CSE260,FIC,3,WEDNESDAY,14:00:00,15:20:00,09B-12C
CSE260,FIC,4,MONDAY,15:30:00,16:50:00,09B-12C
CSE260,FIC,4,WEDNESDAY,15:30:00,16:50:00,09B-12C
CSE260,APM,5,SUNDAY,08:00:00,09:20:00,09A-04C
CSE260,APM,5,TUESDAY,08:00:00,09:20:00,09A-04C
CSE260,APM,6,SUNDAY,09:30:00,10:50:00,09A-04C
CSE260,APM,6,TUESDAY,09:30:00,10:50:00,09A-04C
CSE260,MDF,7,SUNDAY,11:00:00,12:20:00,09A-06C
CSE260,MDF,7,TUESDAY,11:00:00,12:20:00,09A-06C
CSE260,MDF,8,MONDAY,12:30:00,13:50:00,09H-37C
CSE260,MDF,8,WEDNESDAY,12:30:00,13:50:00,09H-37C
CSE260,DZK,9,SUNDAY,11:00:00,12:20:00,09A-04C
CSE260,DZK,9,TUESDAY,11:00:00,12:20:00,09A-04C
CSE260,DZK,10,SUNDAY,12:30:00,13:50:00,09A-04C
CSE260,DZK,10,TUESDAY,12:30:00,13:50:00,09A-04C
CSE260,DZK,11,MONDAY,11:00:00,12:20:00,09A-04C
CSE260,DZK,11,WEDNESDAY,11:00:00,12:20:00,09A-04C
CSE260,DZK,12,MONDAY,12:30:00,13:50:00,09A-04C
CSE260,DZK,12,WEDNESDAY,12:30:00,13:50:00,09A-04C
CSE260,,13,SUNDAY,08:00:00,09:20:00,07H-27C
CSE260,,13,TUESDAY,08:00:00,09:20:00,07H-27C
CSE260,,14,SATURDAY,12:30:00,13:50:00,10B-15C
CSE260,,14,THURSDAY,12:30:00,13:50:00,10B-15C
CSE260,TJW,15,THURSDAY,08:00:00,09:20:00,09A-04C
CSE260,TJW,15,SATURDAY,08:00:00,09:20:00,09A-04C
CSE260,,16,SUNDAY,09:30:00,10:50:00,08H-22C
CSE260,,16,TUESDAY,09:30:00,10:50:00,08H-22C
CSE260,,17,THURSDAY,11:00:00,12:20:00,09A-04C
CSE260,,17,SATURDAY,11:00:00,12:20:00,09A-04C
CSE260,,18,SATURDAY,12:30:00,13:50:00,09A-04C
CSE260,,18,THURSDAY,12:30:00,13:50:00,09A-04C
CSE260,,19,SUNDAY,08:00:00,09:20:00,09A-02C
CSE260,,19,TUESDAY,08:00:00,09:20:00,09A-02C
CSE260,,20,SUNDAY,15:30:00,16:50:00,08H-22C
CSE260,,20,TUESDAY,15:30:00,16:50:00,08H-22C
CSE260,,21,SATURDAY,08:00:00,09:20:00,10A-10C
CSE260,,21,THURSDAY,08:00:00,09:20:00,10A-10C
CSE260,,22,SATURDAY,09:30:00,10:50:00,10A-05C
CSE260,,22,THURSDAY,09:30:00,10:50:00,10A-05C
CSE260,,23,THURSDAY,11:00:00,12:20:00,10B-15C
CSE260,,23,SATURDAY,11:00:00,12:20:00,10B-15C
CSE260,,24,SATURDAY,14:00:00,15:20:00,10A-10C
CSE260,,24,THURSDAY,14:00:00,15:20:00,10A-10C
CSE260,,25,SATURDAY,15:30:00,16:50:00,10A-10C
CSE260,,25,THURSDAY,15:30:00,16:50:00,10A-10C
CSE260,,26,SUNDAY,15:30:00,16:50:00,09B-12C
CSE260,,26,TUESDAY,15:30:00,16:50:00,09B-12C
CSE260,,27,SUNDAY,09:30:00,10:50:00,09A-02C
CSE260,,27,TUESDAY,09:30:00,10:50:00,09A-02C
CSE260,,28,SATURDAY,15:30:00,16:50:00,09D-18C
CSE260,,28,THURSDAY,15:30:00,16:50:00,09D-18C
CSE260,,29,SATURDAY,09:30:00,10:50:00,08H-22C
CSE260,,29,THURSDAY,09:30:00,10:50:00,08H-22C
CSE260,,30,MONDAY,08:00:00,09:20:00,09A-05C
CSE260,,30,WEDNESDAY,08:00:00,09:20:00,09A-05C
CSE260L,,1,THURSDAY,11:00:00,13:50:00,FT10-04L
CSE260L,,1,THURSDAY,14:00:00,16:50:00,FT10-04L
CSE260L,,2,THURSDAY,14:00:00,16:50:00,FT08-04L
CSE260L,FIC,3,SUNDAY,11:00:00,13:50:00,FT10-04L
